"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
1895,1,4.4,27.7,0.8,0.8,2.41,0.8,1.22,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,19.2,36.2
1895,2,1.26,23.1,0.27,0.27,-1.37,-0.46,-0.94,0.37,-99.99,-99.99,-99.99,-99.99,-99.99,13.7,32.6
1895,3,2.51,39.9,0.03,0.03,-0.61,-0.61,-0.48,-1.07,0,-99.99,-99.99,-99.99,-99.99,30.1,49.6
1895,4,4.33,51.4,0.5,0.5,1.42,0.5,0.83,0.26,-0.27,-99.99,-99.99,-99.99,-99.99,40.5,62.2
1895,5,4.19,60.4,0.66,0.66,0.61,0.66,0.26,0.68,0.31,-99.99,-99.99,-99.99,-99.99,49.1,71.7
1895,6,4.81,72.2,1.04,1.04,1.36,1.04,0.63,0.51,0.82,0.57,-99.99,-99.99,-99.99,60,84.4
1895,7,3.48,70,1.06,1.06,0.37,1.06,-0.23,0.28,0.23,-0.03,-99.99,-99.99,-99.99,59.3,80.7
1895,8,1.6,73.5,-0.77,-0.77,-2.3,-0.77,-1.65,-1.12,-0.62,-0.32,-99.99,-99.99,-99.99,60.9,86.2
1895,9,1.08,69.6,-1.69,-1.69,-3,-1.69,-1.8,-2.11,-1.67,-0.66,-0.64,-99.99,-99.99,57.2,82
1895,10,1.57,48.6,-2.04,-2.04,-1.57,-2.04,-0.75,-1.9,-2.62,-1.32,-1.35,-99.99,-99.99,35,62.2
1895,11,1.71,43.3,-2.62,-2.62,-2.36,-2.62,-0.6,-1.06,-1.7,-1.89,-1.33,-99.99,-99.99,32,54.6
1895,12,2.18,34.8,-2.97,-2.97,-1.86,-2.97,-0.45,-0.79,-1.16,-2.14,-1.31,-1.26,-99.99,24.8,44.8
1896,1,1.84,31.1,-3.24,-3.24,-1.74,-3.24,-0.73,-0.84,-1.06,-2.31,-1.9,-1.87,-99.99,22.3,39.9
1896,2,4.13,34.4,0.74,-2.17,2.22,-1.22,1.24,0.52,0.15,-1.25,-1.57,-1.22,-99.99,24.3,44.4
1896,3,3.75,36.3,1.07,-1.54,1.23,-0.08,0.45,1.13,0.64,-0.46,-1.61,-0.91,-99.99,25.6,47
1896,4,1.58,55,-0.73,-2.11,-2.19,-1.48,-1.29,-0.55,0.31,-0.46,-1.9,-1.55,-99.99,43.8,66.1
1896,5,3.45,66.7,-1.18,-2.41,-1.57,-2.29,-0.18,-0.95,-0.59,-0.38,-1.35,-1.57,-99.99,54.7,78.8
1896,6,5.1,69,0.63,-1.53,1.9,-0.57,0.78,0.32,-0.32,0.13,-0.57,-1.48,-99.99,58.2,79.7
1896,7,5.66,74.1,1.28,-0.66,2.13,1.15,1.2,1.23,0.85,0.84,0.11,-1.12,-99.99,63.5,84.8
1896,8,1.75,72.8,0.52,-1.22,-1.89,-0.2,-1.46,-0.12,0.27,-0.22,-0.15,-1.06,-99.99,60.6,85.1
1896,9,6.11,65.2,1.38,1.38,2.75,1.38,1.2,0.28,0.7,0.33,0.53,-0.02,-99.99,53.2,77.2
1896,10,0.5,51,-0.69,0.55,-2.06,-0.69,-1.78,0.13,-0.63,0.1,0.17,-0.27,-99.99,40.2,61.8
1896,11,3.2,48.9,-0.68,-0.68,-0.2,-0.68,0.4,-0.85,0.18,0.3,-0.05,-0.05,-99.99,37.2,60.5
1896,12,0.35,33.6,-1.41,-1.41,-2.39,-1.41,-2.41,-0.98,-1.78,-0.62,-0.64,-0.36,-1.18,23.5,43.6
1897,1,1.91,28.5,-1.53,-1.53,-0.8,-1.53,-0.65,-2.04,-1.2,-1.29,-0.51,-0.37,-1.54,18.4,38.6
1897,2,6.06,34.7,1.56,1.56,4.69,1.56,2.21,1.37,0.22,0.15,0.29,0.02,-0.83,25.5,43.8
1897,3,2.49,44.9,1.01,1.01,-1.19,0.32,-0.49,1.39,0.91,-0.66,-0.12,-0.2,-0.81,34.5,55.3
1897,4,2.33,52,0.59,0.59,-0.93,-0.6,-0.53,-0.85,0.86,-0.12,-0.66,-0.09,-1.06,40.1,64
1897,5,5.58,60,1.27,1.27,2.21,1.09,1.01,0.43,0.07,0.11,0.14,0.23,-0.92,47.9,72.2
1897,6,3.38,68.9,1.16,1.16,0.07,0.94,-0.2,0.49,0.11,0.64,-0.45,-0.12,-1.1,58,79.8
1897,7,4.44,74.1,1.3,1.3,0.77,1.3,0.44,0.07,0.56,1.01,0.18,-0.31,-1.06,62.8,85.4
1897,8,3.13,71.2,-0.21,0.96,-0.62,0.51,-0.28,-0.06,-0.25,-0.21,-0.1,0.01,-0.85,58.9,83.5
1897,9,1.43,65.8,-0.84,-0.84,-1.96,-0.84,-1.11,-1.05,-0.69,-0.46,0.01,-0.8,-0.73,51.9,79.7
1897,10,3.13,55.1,-0.92,-0.92,-0.52,-0.92,0.15,-0.71,-0.88,-0.23,0.16,-0.32,-0.47,43.8,66.4
1897,11,4.35,43.7,0.36,0.36,1.08,-0.47,0.99,0.62,-0.08,-0.28,-0.22,-0.17,-0.18,33.5,53.9
1897,12,3.39,35.7,0.66,0.66,1,0.66,0.48,0.95,0.68,-0.06,0.07,0.39,0.01,27,44.4
1898,1,3.79,35,1.08,1.08,1.48,1.08,0.87,0.81,1.11,0.04,0.41,0.69,0.23,26.8,43.2
1898,2,1.07,32.6,-0.54,-0.54,-1.63,-0.54,-1.16,-0.06,0.19,-0.08,-0.23,-0.15,-0.17,21.3,43.8
1898,3,4.23,47.5,0.21,0.21,0.62,-0.28,0.77,-0.07,0.4,0.7,0.07,0.17,-0.11,37.2,57.7
1898,4,3.16,48.4,0.34,0.34,0.47,0.34,0.11,0.53,-0.11,0.74,-0.03,0.29,0.06,37.3,59.4
1898,5,5.83,63.1,0.98,0.98,2.03,0.98,1.13,0.87,1.1,0.81,0.49,0.28,0.27,51.6,74.6
1898,6,1.68,71.1,-0.78,-0.78,-2.33,-0.78,-1.84,-0.13,-0.12,0.11,0.52,-0.06,-0.17,58,84.2
1898,7,3.28,76.7,-1.23,-1.23,-1.59,-1.23,-0.38,-1.43,-0.37,-0.41,0.39,-0.24,-0.45,65.9,87.4
1898,8,6.92,74.5,0.71,0.71,2.13,0.71,1.43,0.92,0.06,0.75,0.64,0.46,0.3,64.7,84.3
1898,9,1.77,67.6,0.08,0.08,-1.68,-0.56,-0.73,0.55,0.24,0.1,0.21,0.56,-0.2,55.6,79.5
1898,10,6.48,56.1,0.94,0.94,2.61,0.94,1.38,0.66,1.29,0.8,0.63,0.99,0.47,47,65.1
1898,11,2.81,41.7,1.06,1.06,0.67,1.06,0.17,1.15,0.52,0.43,0.89,0.78,0.4,32.5,50.9
1898,12,3.57,33.5,1.4,1.4,1.33,1.4,0.6,0.4,1.22,1.07,0.83,0.86,0.82,24,42.9
1899,1,3.66,31.3,1.74,1.74,1.46,1.74,0.78,0.83,0.66,1.4,1,0.84,0.99,21.3,41.3
1899,2,5.42,25.2,2.89,2.89,3.99,2.89,1.91,1.77,1.67,1.39,1.22,1.48,0.92,15.8,34.6
1899,3,4.78,40.9,3.28,3.28,2.05,3.28,1.12,1.96,1.94,1.9,1.94,1.53,1.15,31.4,50.4
1899,4,1.38,52.9,-0.71,2.23,-2.13,1.31,-1.54,-0.09,1.11,1.07,1.65,1.31,1.05,40.5,65.3
1899,5,4.64,62.7,-0.5,2.13,0.4,1.34,0.51,-0.44,0.22,1.28,1.22,1.12,0.95,50.9,74.5
1899,6,3.34,72.9,-0.63,1.73,-0.55,0.7,-0.23,0.07,-0.61,1,1.39,1.47,0.98,61.3,84.5
1899,7,3.15,74.9,-0.9,1.22,-1,-0.18,-0.48,-0.56,-0.25,0.58,0.77,1.41,0.86,62.1,87.7
1899,8,4.3,73.8,-0.88,1.02,-0.21,-0.41,0.37,-0.11,-0.3,-0.14,0.8,0.93,1.02,63.2,84.5
1899,9,5.15,64.4,-0.21,1.5,1.75,0.68,0.92,0.79,0.43,-0.06,0.99,1.32,1.33,53,75.7
1899,10,2.65,55.2,-0.38,1.15,-0.59,0.14,-0.09,0.53,0.53,0.24,0.7,0.84,1.21,43.9,66.4
1899,11,1.81,43.4,-0.7,0.67,-1.06,-0.6,-0.52,-0.49,0.12,-0.15,-0.03,0.69,0.95,32.6,54.1
1899,12,1.82,34,-0.91,-0.91,-0.84,-0.91,-0.77,-0.94,-0.84,-0.3,-0.52,0.46,0.87,24.1,43.9
1900,1,2.38,33,-0.89,-0.89,-0.23,-0.89,-0.18,-0.73,-0.92,-0.22,-0.25,0.24,0.71,23.4,42.5
1900,2,4.24,31.5,0.82,0.82,2.47,0.82,1.3,0.82,0.26,0.13,-0.08,0.06,1.05,20.6,42.4
1900,3,2.84,37.9,-0.01,-0.01,-0.02,0.73,-0.21,0.8,0.54,-0.3,-0.05,-0.29,0.88,28.1,47.6
1900,4,1.86,51.7,-0.48,-0.48,-1.43,-0.48,-0.97,-0.93,0.1,-0.53,-0.16,-0.22,0.72,39.8,63.6
1900,5,1.97,63,-1.18,-1.18,-2.24,-1.18,-1.18,-1.65,-1.54,-0.91,-0.61,-0.75,0.22,48.4,77.6
1900,6,5.58,70.6,0.72,0.72,2.17,0.72,1,-0.11,-0.59,-0.14,-0.61,-0.39,0.72,59.5,81.7
1900,7,4.29,76.1,0.75,0.75,0.3,0.75,0.34,0.91,0,0.03,-0.46,-0.17,0.91,62.9,89.2
1900,8,1.82,77.3,-0.92,-0.92,-2.75,-0.92,-1.38,-0.66,0,-1.01,-0.71,-0.54,0.3,64.7,90
1900,9,3.55,71.8,-1.13,-1.13,-0.92,-1.13,0.34,-0.67,-0.48,-0.77,-0.45,-0.8,0.53,60.1,83.4
1900,10,2.45,59,-1.58,-1.58,-1.71,-1.58,-0.2,-0.09,-0.83,-0.57,-0.52,-0.86,0.04,48.8,69.3
1900,11,2.82,46.7,-1.92,-1.92,-1.5,-1.92,0.17,-0.16,-0.11,-0.12,-0.89,-0.7,0.01,36.8,56.7
1900,12,2.12,33.8,-2.25,-2.25,-1.58,-2.25,-0.5,-0.26,-0.43,-0.74,-0.93,-0.65,-0.12,23.7,43.8
1901,1,2.47,33.3,-2.22,-2.22,-0.6,-2.22,-0.1,-0.5,-0.29,-0.93,-0.73,-0.66,-0.28,23.7,42.8
1901,2,0.41,27.6,-2.81,-2.81,-2.46,-2.81,-2.13,-1.62,-1.56,-0.91,-0.81,-1.54,-0.97,17.7,37.5
1901,3,3.29,43.4,-0.01,-2.53,-0.04,-2.48,0.13,-1.13,-1.11,-0.97,-1.17,-1.4,-1.15,32.1,54.7
1901,4,6.77,47.6,1.56,-0.71,4.67,1.35,1.97,1.7,0.71,0.28,-0.44,-0.35,-0.46,38,57.2
1901,5,5.59,60.7,2.1,2.1,2.12,2.1,1.01,2.09,1.89,0.61,0.32,0.25,-0.41,49.4,72.1
1901,6,4.95,69.4,2.53,2.53,1.93,2.53,0.7,1.15,2.1,1.07,0.57,0.1,-0.25,58.5,80.4
1901,7,5.15,76.9,2.74,2.74,1.42,2.74,0.9,0.99,1.4,1.53,0.93,0.28,0.03,66,87.8
1901,8,6.59,72.8,3.49,3.49,3.09,3.49,1.32,1.45,1.53,2.48,1.37,1.05,0.41,63.2,82.4
1901,9,3.11,64.3,3.34,3.34,0.62,3.34,0.14,0.86,1.08,2.1,1.44,0.97,0.19,52.6,75.9
1901,10,0.5,53.7,2.26,2.26,-2.19,1.33,-1.78,-1.22,-0.02,0.79,0.99,0.69,-0.08,40.4,67.1
1901,11,2.66,38.2,2.12,2.12,0.26,1.25,0.08,-1.12,-0.95,0.44,1.3,0.66,-0.02,27.9,48.4
1901,12,6.79,31.1,3.59,3.59,5.09,3.59,2.45,1.58,0.4,1.06,1.81,1.39,0.61,20.9,41.3
1902,1,2.62,29.3,3.26,3.26,0.11,3.25,0.03,1.75,1.27,0.75,1.33,1.45,0.62,20.4,38.3
1902,2,4.52,26.8,3.87,3.87,2.83,3.87,1.45,1.04,2.01,0.63,1.44,1.96,0.64,18.4,35.4
1902,3,3.75,44,3.62,3.62,0.45,3.62,0.45,1.28,1.05,0.88,1.39,1.99,0.72,32.5,55.4
1902,4,2.99,50.6,0,3.25,0,3.19,-0.01,0.21,1,1.37,1.08,1.55,0.83,39.2,62.1
1902,5,2.01,64.2,-0.79,2.12,-2.37,1.07,-1.15,-0.97,-0.6,1.1,0.22,1,0.83,51,77.3
1902,6,3.63,69.3,-0.74,1.88,-0.08,0.77,-0.03,-0.96,-0.89,0.04,0.31,0.78,0.59,56.1,82.5
1902,7,2.78,75,-1.23,1.12,-1.69,-0.6,-0.78,-0.6,-1.19,-0.29,0.58,0.38,0.44,62.9,87.1
1902,8,2.18,70.3,-1.8,-1.8,-2.11,-1.8,-1.01,-1.17,-1.1,-1.29,0.23,-0.33,0.55,58,82.6
1902,9,3.4,64.1,-1.69,-1.69,-0.23,-1.69,0.27,-0.58,-0.91,-1.31,-0.59,-0.19,0.54,51.8,76.3
1902,10,5.27,55.3,0.47,-1.05,1.41,-0.28,0.99,0.79,0.18,-0.67,-0.13,0.51,0.78,43.7,66.9
1902,11,3.52,48.9,0.51,-0.85,0.27,0.08,0.57,1.01,0.82,-0.06,-0.37,0.63,0.83,37.8,60
1902,12,4.56,32.4,1.29,1.29,2.51,1.29,1.23,1.08,1.35,0.37,-0.09,0.32,1.16,24.1,40.7
1903,1,3.99,29.9,1.79,1.79,1.88,1.79,0.99,1.4,1.27,0.9,0.17,0.54,1.3,21.4,38.4
1903,2,3.92,34.5,2.25,2.25,1.95,2.25,1.12,1.35,1.61,1.58,0.79,0.47,1.67,23.5,45.5
1903,3,4.62,48.5,2.34,2.34,0.97,2.34,1.02,1.38,1.57,1.77,1.12,0.6,1.79,38,58.9
1903,4,4.13,51.2,2.51,2.51,1.22,2.51,0.72,1.15,1.48,1.61,1.44,0.77,1.55,40,62.5
1903,5,3.39,62.9,2.04,2.04,-0.65,1.69,-0.22,0.26,0.72,1.55,1.6,0.96,1.38,49.6,76.2
1903,6,6.52,65.2,3.29,3.29,4.4,3.29,1.4,0.89,1.06,1.78,1.9,1.51,1.72,55.5,74.8
1903,7,3.64,73.6,3,3,0.15,3,-0.11,1.01,0.61,1.54,1.75,1.61,1.52,61.7,85.5
1903,8,4.87,70.4,3.15,3.15,1.37,3.15,0.64,0.31,1.05,1.26,1.78,1.83,1.23,61.1,79.8
1903,9,1.95,64.3,-0.29,2.54,-0.86,2.13,-0.57,-0.09,-0.22,0.52,1.21,1.51,1.03,51.9,76.7
1903,10,3.43,55.1,-0.23,2.3,0.07,1.87,0.28,-0.34,0,0.36,1.01,1.33,1.24,44,66.2
1903,11,0.92,39.5,-0.73,1.54,-1.58,0.43,-1.35,-0.54,-0.94,0.07,0.4,1.01,1.07,28,51
1903,12,1.25,28.8,-1.16,0.88,-1.51,-0.79,-1.33,-1.83,-1.11,-0.99,-0.14,0.55,0.57,18.9,38.8
1904,1,1.88,24.7,-1.32,-1.32,-0.84,-1.32,-0.69,-1.41,-2.05,-1.17,-0.55,0.19,0.47,15.1,34.3
1904,2,1.27,26.2,-1.64,-1.64,-1.35,-1.64,-0.93,-1.33,-2.06,-1.75,-0.76,-0.27,0.07,16.1,36.2
1904,3,2.07,41.7,-1.91,-1.91,-1.34,-1.91,-0.86,-1.43,-1.88,-2.16,-1.62,-0.77,-0.14,31.1,52.3
1904,4,2.68,48.1,-1.73,-1.73,-0.04,-1.68,-0.24,-0.9,-1.35,-3.09,-1.68,-1.1,-0.2,36.6,59.5
1904,5,3.14,62.6,-1.85,-1.85,-0.88,-1.85,-0.37,-0.54,-0.97,-1.82,-1.97,-1.1,-0.13,49.4,75.8
1904,6,7.26,69.4,1.57,1.57,4.7,1.57,1.69,1.09,0.74,-0.31,-0.93,-0.98,0.3,58.3,80.5
1904,7,4.68,72.3,1.9,1.9,1.47,1.9,0.6,1.63,1.17,0.12,-0.84,-0.8,0.6,61.2,83.4
1904,8,2.68,70.6,-0.2,1.5,-0.61,1.14,-0.59,-0.14,0.93,0.09,-0.69,-1.18,0.71,59.6,81.6
1904,9,2.52,66.2,-0.4,1.12,-0.67,0.39,-0.18,-0.75,-0.41,0.17,-0.53,-1.04,0.6,54.1,78.4
1904,10,1.63,53,-0.88,-0.88,-1.54,-0.88,-0.71,-0.91,-1.23,-0.05,-0.67,-1.42,0.16,39,67
1904,11,1.37,40.6,-1.41,-1.41,-1.88,-1.41,-0.89,-1.21,-1.23,-0.21,-0.7,-1.32,-0.12,29.8,51.4
1904,12,2.72,28.7,-1.42,-1.42,-0.46,-1.42,-0.02,-0.69,-1.06,-1.11,-0.43,-1.08,-0.31,19.4,38.1
1905,1,3.05,26.9,-1.05,-1.05,0.67,-0.61,0.37,0.13,-0.41,-1.25,-0.29,-0.85,-0.44,17.8,36
1905,2,2.21,24.1,-0.99,-0.99,-0.14,-0.55,-0.04,0.16,0.07,-0.99,-0.23,-0.64,-0.69,15.5,32.8
1905,3,2.39,44,-1.29,-1.29,-1.2,-1.29,-0.58,-0.49,-0.25,-1.04,-1.16,-0.56,-0.97,32.7,55.3
1905,4,2.38,52.7,-1.48,-1.48,-0.97,-1.48,-0.48,-0.88,-0.82,-0.82,-1.52,-0.64,-1.18,39.6,65.8
1905,5,3.11,64.2,-1.71,-1.71,-1.15,-1.71,-0.39,-0.71,-0.98,-0.68,-1.33,-0.66,-1.21,51.7,76.7
1905,6,6.65,70.3,1.26,1.26,3.79,1.26,1.45,0.83,0.41,0.12,-0.52,-0.81,-1.22,59.1,81.6
1905,7,6.3,73.8,2.16,2.16,3.08,2.16,1.57,1.95,1.53,0.67,0.27,-0.5,-0.98,63.7,84
1905,8,4.77,71.5,2.44,2.44,1.52,2.44,0.59,1.23,1.82,0.88,0.68,-0.06,-1,61,82
1905,9,2.07,66,1.99,1.99,-0.6,1.67,-0.48,-0.08,0.59,0.69,0.45,-0.05,-0.91,53.6,78.5
1905,10,2.95,54.8,1.74,1.74,-0.15,1.29,0.06,-0.49,-0.15,0.78,0.33,0.11,-0.9,41.7,68
1905,11,0.81,41.7,1.02,1.02,-1.61,-0.16,-1.48,-0.82,-1.11,0.57,0.01,-0.03,-0.91,29.7,53.7
1905,12,4.5,34.3,1.69,1.69,2.32,1.42,1.2,-0.08,-0.13,0.29,0.5,0.31,-0.51,24.6,44
1906,1,2.55,37.4,1.42,1.42,-0.29,0.97,-0.03,0.75,-0.11,-0.33,0.61,0.21,-0.42,28.6,46.1
1906,2,1.36,32.9,0.85,0.85,-1.27,-0.15,-0.83,-0.69,0.25,-0.8,0.55,0.1,-0.43,20.9,44.8
1906,3,4.83,35.4,1.63,1.63,2.62,1.61,1.15,0.39,0.25,0.03,0.31,0.51,-0.09,27.3,43.5
1906,4,2.55,53.9,1.15,1.15,-0.93,0.59,-0.34,0.53,0.01,-0.05,-0.3,0.52,-0.12,40.3,67.6
1906,5,3.05,63,0.69,0.69,-1.04,-0.42,-0.43,-0.65,0.08,0.14,-0.62,0.46,-0.21,48.8,77.2
1906,6,7.39,71.3,2.14,2.14,4.57,2.14,1.73,1.11,0.7,0.63,0.41,0.56,-0.22,60.2,82.4
1906,7,3.67,73.2,2,2,0.24,2,-0.09,1.33,0.82,0.61,0.38,0.12,-0.33,62.4,84
1906,8,9.06,74.4,3.53,3.53,5.21,3.53,2.1,1.77,2.46,2.07,1.66,0.85,0.57,65.6,83.2
1906,9,1.97,69.2,2.84,2.84,-0.98,2.4,-0.56,1.25,1.04,1.21,1.1,0.84,0.51,58.7,79.6
1906,10,6.96,53.1,3.81,3.81,3.78,3.81,1.52,0.86,1.89,1.93,1.77,1.35,1.01,43.5,62.8
1906,11,1.7,44.6,3.16,3.16,-0.76,2.81,-0.61,0.98,0.41,1.96,1.71,1.53,1.03,33.8,55.3
1906,12,3.42,34.2,3.21,3.21,1.12,3.21,0.5,-0.17,1.01,1.49,1.48,1.42,1.17,25.6,42.8
1907,1,2.58,34.8,2.86,2.86,-0.07,2.77,0,0.25,-0.18,1.51,1.61,1.47,1.12,25.6,43.9
1907,2,2.06,28,2.45,2.45,-0.34,2.17,-0.17,-0.2,0.11,0.28,1.76,1.54,1.11,17.4,38.6
1907,3,2.44,46.9,1.7,1.7,-1.49,0.77,-0.53,-0.55,-0.55,0.53,1.04,1.19,1.1,35,58.9
1907,4,3.97,46.5,2.07,2.07,1.62,1.73,0.62,0.04,-0.11,-0.17,1.19,1.41,1.27,34.9,58
1907,5,3.5,58.4,1.9,1.9,0.13,1.55,-0.15,0.24,-0.12,-0.09,0.16,1.49,1.39,46.2,70.6
1907,6,6.01,64,3.03,3.03,3.97,3.03,1.19,0.72,0.87,0.33,0.86,1.34,1.39,53.4,74.6
1907,7,3.04,73,2.57,2.57,-0.44,2.33,-0.57,0.59,0.26,0.1,-0.03,1.2,0.97,61.8,84.2
1907,8,3.99,70.1,2.43,2.43,0.38,2.29,0.22,-0.28,0.44,0.21,0.18,0.36,0.88,59.1,81.2
1907,9,5.94,66.8,3.07,3.07,2.68,3.07,1.16,0.93,0.54,0.94,0.56,0.96,1.24,55.4,78.1
1907,10,1.23,49.3,2.38,2.38,-1.12,1.87,-1.01,0.33,0.27,0.34,0.2,0.09,1,35.3,63.2
1907,11,4.3,41,2.87,2.87,2.2,2.87,0.97,-0.06,0.63,0.77,0.58,0.48,1.33,31.8,50.2
1907,12,3.33,34.9,2.9,2.9,0.98,2.9,0.43,0.91,0.06,0.39,0.8,0.51,1.29,25.5,44.3
1908,1,3.76,31.1,3.13,3.13,1.59,3.13,0.85,0.77,1.07,0.81,0.85,0.7,1.4,21.8,40.5
1908,2,4,27.9,3.53,3.53,2.16,3.53,1.17,1.29,1.2,1.14,1.22,1.01,1.7,19,36.8
1908,3,2.26,46.2,2.63,2.63,-1.62,1.92,-0.69,0.42,0.75,0.47,0.66,0.97,1.42,34.4,57.8
1908,4,1.81,54.6,1.73,1.73,-1.87,0.26,-1.03,-1.33,-0.29,0.63,0.54,0.64,1.35,41.5,67.7
1908,5,5.71,63,2.12,2.12,1.69,1.29,1.07,0.26,-0.17,0.66,0.84,0.95,1.8,51.6,74.4
1908,6,3.61,69.1,2.01,2.01,0.33,1.27,-0.05,0.64,0.05,0.48,0.41,0.54,1.37,56.8,81.4
1908,7,4.86,74.9,2.2,2.2,1.2,1.82,0.71,0.35,0.84,0.45,0.94,0.87,1.58,63.2,86.6
1908,8,5.91,70.2,2.79,2.79,2.44,2.79,1.07,1.12,0.86,0.52,0.99,1.13,1.11,59.3,81
1908,9,2.71,64.4,0.03,2.53,0.09,2.51,-0.07,0.53,0.69,0.54,0.77,0.68,1.12,51.2,77.5
1908,10,2.65,55,-0.14,2.13,-0.41,1.87,-0.09,-0.35,0.3,0.7,0.46,0.85,0.62,42.1,67.9
1908,11,0.91,43,-0.66,1.38,-1.61,0.38,-1.36,-0.92,-0.95,-0.09,-0.19,0.32,0.51,31.1,55
1908,12,2.27,34.8,-0.68,1.14,-0.28,0.02,-0.38,-1.2,-1.01,-0.2,-0.07,0.19,0.46,25.1,44.5
1909,1,2.44,33.4,-0.67,0.97,-0.17,-0.2,-0.13,-0.43,-1.11,-0.52,0.11,-0.06,0.42,24.8,42
1909,2,3.22,40.7,-0.41,1.06,0.57,0.11,0.69,0.37,0.05,-0.81,-0.13,-0.17,0.54,29.4,52
1909,3,2.58,40.3,-0.56,0.76,-0.57,-0.36,-0.42,0.19,0.03,-0.8,-0.22,-0.11,0.54,29.6,50.9
1909,4,3.22,52.4,-0.49,0.69,0.03,-0.37,0.15,-0.29,0.13,-0.63,-0.4,0.12,0.44,39.8,64.8
1909,5,3.41,61.8,-0.6,-0.6,-0.46,-0.6,-0.21,-0.15,-0.41,-0.32,-0.88,-0.34,0.37,48.8,74.9
1909,6,6.42,71.7,1.13,1.13,3.4,1.13,1.36,0.86,0.73,0.52,-0.16,0.11,0.42,61,82.4
1909,7,1.1,72.3,-0.84,-0.84,-2.51,-0.84,-2.42,-0.06,-0.32,-0.21,-0.74,-0.53,0.21,59.5,85
1909,8,2.75,70.7,-1.22,-1.22,-1.41,-1.22,-0.54,-1.71,-0.49,-0.7,-0.58,-1.08,0.13,58.5,82.9
1909,9,2.55,64.2,-1.41,-1.41,-0.97,-1.41,-0.16,-0.71,-1.59,-0.67,-0.63,-1.11,-0.26,52.9,75.4
1909,10,1.74,50.1,-1.76,-1.76,-1.46,-1.76,-0.63,-0.84,-1.14,-0.99,-0.87,-1.28,-0.19,36.4,63.9
1909,11,0.72,48.2,-2.8,-2.8,-3.67,-2.8,-1.59,-1.54,-1.43,-1.55,-1.53,-1.33,-0.65,36.3,60
1909,12,2.92,28.4,-2.93,-2.93,-1.26,-2.93,0.14,-0.93,-1.2,-2.1,-1.34,-1.27,-0.73,18.9,37.9
1910,1,4.04,31.2,-2.27,-2.27,1.07,-1.77,1.02,0.71,-0.19,-1.06,-1.06,-0.94,-0.68,21.9,40.4
1910,2,2.53,31.4,-1.95,-1.95,0.27,-1.28,0.21,0.8,0.66,-0.73,-0.98,-1.09,-0.9,22.2,40.5
1910,3,0.64,49.4,-3.08,-3.08,-4,-3.08,-2.41,-1.59,-0.47,-1.33,-2.18,-1.55,-1.1,35.8,63
1910,4,4.74,55.4,-2.54,-2.54,0.67,-2.2,1.05,-0.52,-0.36,-0.33,-1.13,-1.17,-0.71,42.4,68.3
1910,5,2.61,59.4,-2.61,-2.61,-1,-2.61,-0.72,0.18,-0.93,-0.22,-1.08,-1.27,-1.11,46.5,72.2
1910,6,6.85,67.1,-0.84,-0.84,4.52,1.14,1.53,0.7,1.11,0.55,-0.23,-1.18,-0.77,56.8,77.3
1910,7,3.97,74.2,-0.6,-0.6,0.44,1.44,0.12,1.25,0.57,0.19,0.03,-0.68,-0.92,62.8,85.7
1910,8,1.89,71.1,-1.1,-1.1,-1.69,0.2,-1.3,-0.77,0.34,-0.38,0.01,-0.77,-1.53,59.9,82.3
1910,9,1.32,68.6,-1.82,-1.82,-2.49,-1.34,-1.27,-1.77,-1.31,-0.2,-0.44,-0.99,-1.76,56.3,81
1910,10,3.8,57.6,-1.7,-1.7,-0.22,-1.24,0.44,-0.45,-1.16,-0.39,-0.58,-0.58,-1.38,44.8,70.3
1910,11,1.12,38.2,-2.2,-2.2,-2.01,-2.2,-1.13,-0.3,-0.96,-0.51,-0.94,-0.55,-1.3,29.1,47.3
1910,12,2.13,26.2,-2.38,-2.38,-1.21,-2.38,-0.5,-1.15,-0.55,-1.46,-0.48,-0.71,-1.49,17,35.4
1911,1,3.62,35.5,-1.75,-1.75,1.15,-1.18,0.76,0.12,-0.52,-1.27,-0.67,-0.82,-1.25,26.2,44.9
1911,2,1.44,36,-2.02,-2.02,-1.34,-1.97,-0.74,0.05,-0.28,-1.01,-0.66,-1.06,-1.5,26.3,45.8
1911,3,2.46,39.4,-2.02,-2.02,-0.63,-2.02,-0.52,-0.97,-0.31,-0.64,-1.51,-0.64,-1.48,27.5,51.3
1911,4,2.91,48.2,-1.74,-1.74,0.21,-1.58,-0.07,-0.53,-0.91,-0.98,-1.59,-1.04,-1.47,37.6,58.8
1911,5,0.91,67.4,-2.92,-2.92,-4.09,-2.92,-2.04,-1.66,-1.73,-1.42,-1.71,-1.33,-1.7,52.2,82.6
1911,6,4.21,70.7,-2.66,-2.66,-0.12,-2.65,0.31,-1.2,-1.13,-1.17,-1.31,-1.76,-1.91,58.8,82.6
1911,7,2.55,75.5,-3.19,-3.19,-2.4,-3.19,-0.98,-0.43,-1.44,-1.84,-1.85,-2.11,-1.94,62.6,88.4
1911,8,7.66,73.4,0.96,-1.9,2.88,-0.67,1.68,0.93,0.87,-0.38,-0.47,-0.99,-1.46,61.9,85
