"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
1961,1,2.61,26,-1.61,-1.61,-0.21,-1.61,0.02,-0.69,-1.19,-0.61,-0.3,-0.13,-0.42,15.5,36.4
1961,2,4.49,35.6,0.87,-0.57,2.61,0.84,1.44,1.03,0.39,-0.35,-0.43,-0.05,-0.03,25.7,45.5
1961,3,3.39,44.8,0.76,0.76,-0.08,0.76,0.2,1.13,0.92,-0.55,-0.23,0.13,0.07,33.9,55.7
1961,4,4.49,47.8,1.36,1.36,2.05,1.36,0.92,0.76,1.38,0.27,0.21,0.34,0.09,37.2,58.4
1961,5,3.53,58.1,1.29,1.29,0.21,1.29,-0.13,0.47,0.45,0.49,-0.06,-0.19,0.11,46.7,69.6
1961,6,4.13,69.1,1.48,1.48,0.96,1.48,0.27,-0.06,0.41,0.86,-0.18,-0.06,0.13,57.2,81
1961,7,3.65,73.9,1.35,1.35,0.06,1.3,-0.11,0.05,-0.18,0.85,0.06,0.07,0,62.7,85
1961,8,4.47,73,1.38,1.38,0.51,1.38,0.46,0.16,0.19,0.39,0.45,0.05,0.24,62.6,83.3
1961,9,1.99,70.3,-0.56,0.67,-1.69,-0.36,-0.54,-0.23,-0.33,0.01,0.41,-0.32,0.24,58.9,81.7
1961,10,2.77,56,-0.8,-0.8,-0.89,-0.8,-0.03,-0.61,-0.33,-0.36,0.34,-0.16,-0.06,42.7,69.3
1961,11,2.51,46.4,-1.1,-1.1,-1.16,-1.1,-0.02,-0.15,-0.6,-0.37,-0.09,0.02,-0.04,37.1,55.6
1961,12,3.54,32.8,0.24,-0.75,0.71,-0.17,0.58,0.25,0.05,-0.29,0.05,0.38,0.1,23.9,41.8
1962,1,1.92,31.3,-0.26,-0.94,-0.79,-0.79,-0.64,-0.03,-0.07,-0.44,-0.41,0.25,0.07,21.4,41.2
1962,2,3.38,32.5,0.45,0.45,1.35,0.45,0.79,0.18,0.42,-0.33,-0.18,0.08,-0.06,23.1,42
1962,3,4.38,39.7,0.97,0.97,1.69,0.97,0.87,1.08,0.63,0.38,0,0.26,0.17,29.3,50
1962,4,3.2,52.2,0.88,0.88,0.03,0.88,0.14,0.62,0.89,0.52,0.06,0.01,0.16,40.5,63.9
1962,5,3.77,65.4,0.59,0.59,-0.6,0.59,0.01,0.01,0.43,0.49,-0.06,0,-0.21,53.6,77.2
1962,6,4.15,69.6,0.82,0.82,0.88,0.82,0.28,0.05,0.05,0.39,0.34,-0.05,-0.11,58.7,80.4
1962,7,3.11,70.6,-0.06,-0.06,-0.18,0.68,-0.52,-0.18,-0.28,0.37,0.23,-0.11,-0.09,59.5,81.7
1962,8,1.63,71.6,-0.82,-0.82,-2.3,-0.82,-1.61,-1.28,-0.99,-0.5,-0.22,-0.55,-0.46,59.5,83.7
1962,9,2.76,62.7,-0.93,-0.93,-0.58,-0.93,-0.04,-1.13,-1.2,-0.88,-0.5,-0.32,-0.64,51.6,73.7
1962,10,1.77,56.3,-1.5,-1.5,-2,-1.5,-0.61,-0.72,-1.53,-1.2,-0.62,-0.56,-0.56,44.3,68.4
1962,11,5.31,40.9,0.59,-0.75,1.77,0.26,1.42,0.49,0.19,-0.57,-0.26,-0.11,-0.09,31.4,50.4
1962,12,3.05,29.1,0.79,0.79,0.78,0.79,0.23,1.19,0.46,-0.6,-0.42,-0.17,0.12,18.8,39.4
1963,1,1.35,28.1,-0.51,-0.51,-1.53,-0.51,-1.4,-0.61,0.55,-0.77,-0.76,-0.3,-0.04,17.4,38.8
1963,2,1.71,27.1,-0.72,-0.72,-0.79,-0.72,-0.48,-1.43,-0.84,-0.37,-0.97,-0.6,-0.41,15.7,38.5
1963,3,5.25,45.5,0.7,0.7,2.11,0.7,1.39,0.74,0.06,0.37,-0.57,-0.42,-0.18,33.2,57.9
1963,4,1.18,53.7,-0.82,-0.82,-2.46,-0.82,-1.83,0.05,-0.25,0.27,-0.81,-0.85,-0.6,40.4,67
1963,5,1.47,61.2,-1.77,-1.77,-3.09,-1.77,-1.57,-2.46,-0.97,-1.25,-0.79,-1.27,-0.9,48.1,74.3
1963,6,4.92,69.2,-1.18,-1.18,1.22,-0.51,0.69,-0.62,-1.32,-1.06,-0.4,-1.13,-0.83,57,81.5
1963,7,1.62,73.2,-1.95,-1.95,-2.68,-1.95,-1.85,-0.54,-1.33,-1.33,-0.67,-1.42,-1.13,60.4,85.9
1963,8,3.04,71.3,-2.24,-2.24,-1.47,-2.24,-0.34,-1.31,-0.73,-1.25,-1.45,-1.13,-1.38,58.8,83.8
1963,9,3,62.7,-2.17,-2.17,-0.49,-2.17,0.08,-0.39,-1.14,-1.8,-1.6,-1.07,-1.17,50,75.4
1963,10,0.05,57.8,-3.25,-3.25,-3.91,-3.25,-2.63,-1.59,-1.57,-2.09,-1.96,-1.43,-1.47,42.5,73.1
1963,11,6.51,46.2,0.77,-2.14,2.32,-1.15,1.89,0.32,0.11,-0.46,-0.92,-1.18,-0.88,35.5,56.8
1963,12,1.85,26.9,0.49,-2.13,-0.61,-1.34,-0.74,1.19,-0.08,-0.99,-1.66,-1.54,-1.21,17.9,35.8
1964,1,3.9,32.3,1.03,-1.32,1.76,0.16,0.93,0.12,1.32,-0.17,-0.89,-0.97,-0.88,21.3,43.3
1964,2,3.7,31.5,1.51,-0.59,1.78,1.47,0.99,1.23,0.65,0.36,-0.13,-0.54,-0.85,21.4,41.5
1964,3,2.27,43.2,0.94,-0.95,-1.26,0.56,-0.68,0.28,0.7,0.33,-0.57,-1.18,-1.12,31.6,54.9
1964,4,4.47,50.8,1.39,1.39,1.66,1.39,0.91,0.21,0.7,1.26,0.19,-0.49,-0.94,39.8,61.9
1964,5,1.12,63.5,-1.08,-1.08,-3.25,-1.08,-1.86,-0.66,-0.98,-0.27,-0.18,-0.58,-1.26,50.6,76.5
1964,6,1.71,71.3,-1.97,-1.97,-3,-1.97,-1.79,-2.3,-1.43,-0.65,-0.5,-1.17,-1.53,58.2,84.5
1964,7,3.05,74.4,-2.46,-2.46,-2.06,-2.46,-0.56,-1.56,-2.05,-1.28,-0.06,-0.93,-1.67,62.9,85.8
1964,8,2.28,70.8,-2.98,-2.98,-2.33,-2.98,-0.92,-1.01,-1.71,-1.97,-1.27,-1.03,-1.78,59,82.5
1964,9,4.07,65.1,-2.61,-2.61,0.2,-2.46,0.55,-0.27,-0.56,-1.39,-0.88,-0.76,-1.54,52.2,78
1964,10,2.61,50.7,-2.56,-2.56,-0.66,-2.56,-0.11,0.16,-0.42,-1.86,-1.25,-0.3,-1.25,38.1,63.3
1964,11,2.15,46.8,-2.88,-2.88,-1.77,-2.88,-0.27,-0.36,-0.11,-1.37,-1.73,-1.17,-1.65,33.9,59.7
1964,12,2.91,36.6,-2.78,-2.78,-0.59,-2.78,0.13,-0.2,-0.33,-0.74,-1.46,-1.01,-1.96,27.2,46
1965,1,3.23,30.1,-2.2,-2.2,0.9,-1.76,0.5,0.32,0.05,-0.43,-1.71,-1.17,-1.54,19.4,40.8
1965,2,3.35,34,-1.56,-1.56,1.24,-0.55,0.77,0.8,0.66,0.2,-0.84,-1.27,-1.27,22,46.1
1965,3,4.13,38.9,-0.91,-0.91,1.46,0.68,0.71,0.97,0.99,0.36,-0.17,-0.82,-1.39,28.5,49.3
1965,4,2.29,50.7,-1.09,-1.09,-0.81,0.14,-0.56,0.05,0.44,0.32,-0.17,-1.32,-1.21,39.5,61.8
1965,5,2.39,66.5,-1.74,-1.74,-2.3,-1.29,-0.88,-1.15,-0.57,0,-0.13,-1,-1.1,53.5,79.4
1965,6,1.8,68,-2.27,-2.27,-2.13,-2.27,-1.67,-1.64,-1.77,-0.64,-0.68,-1,-1.45,55.9,80
1965,7,2.89,73.3,-2.63,-2.63,-1.77,-2.63,-0.69,-1.6,-1.64,-1.12,-0.84,-1.04,-1.42,61.4,85.2
1965,8,3.78,72.5,-2.66,-2.66,-0.89,-2.66,0.11,-0.42,-1.15,-1.3,-0.72,-0.7,-1.43,60.3,84.7
1965,9,2.43,67.8,-2.92,-2.92,-1.62,-2.92,-0.23,-0.33,-0.66,-1.7,-0.95,-1,-1.49,56.5,79.1
1965,10,2.45,52.3,-2.98,-2.98,-1.08,-2.98,-0.2,-0.56,-0.52,-1.6,-1.2,-1.02,-0.98,39.7,64.8
1965,11,0.71,44.7,-3.81,-3.81,-3.39,-3.81,-1.6,-1.12,-1.2,-1.95,-1.96,-1.34,-1.77,33.7,55.7
1965,12,0.35,37.8,-4.89,-4.89,-4.44,-4.89,-2.41,-2.67,-2.04,-1.88,-3.09,-2.11,-2.42,27,48.6
1966,1,3.93,27.7,-4.53,-4.53,-0.42,-4.53,0.95,-0.68,-1.46,-1.33,-2.43,-1.89,-2.24,19,36.4
1966,2,3.07,32.1,-3.84,-3.84,0.66,-3.53,0.59,0.98,-0.2,-1.14,-1.83,-2.09,-2.24,23,41.3
1966,3,1.69,43.8,-4.12,-4.12,-2.03,-4.12,-1.21,-0.39,0.23,-1.49,-1.62,-2.92,-2.24,31,56.7
1966,4,3.94,48.2,-3.24,-3.24,1.38,-2.65,0.61,-0.38,-0.01,-0.98,-1.19,-2.19,-2.18,38.2,58.3
1966,5,3.49,60.8,-2.98,-2.98,-0.23,-2.43,-0.16,0.22,-0.44,-0.51,-1.18,-1.7,-1.75,48,73.5
1966,6,1.73,70.4,-3.4,-3.4,-2.17,-3.4,-1.76,-1.16,-0.69,-0.44,-1.73,-1.65,-1.74,56.8,83.9
1966,7,1.74,75.8,-4.08,-4.08,-3.09,-4.08,-1.72,-2.52,-1.68,-1.48,-2.05,-1.93,-2.06,62.6,89
1966,8,1.46,73.3,-4.82,-4.82,-3.49,-4.82,-1.86,-2.04,-2.63,-2.22,-1.99,-2.7,-2.61,61.1,85.5
1966,9,8.91,63.5,1.74,-2.58,5.23,-0.55,1.88,1.06,0.28,-0.23,-0.15,-1.12,-1.77,53,74
1966,10,3.19,52,1.76,-2.12,0.57,0.06,0.17,1.66,0.9,-0.37,-0.39,-0.94,-1.48,39.2,64.8
1966,11,2.41,44.4,1.58,-1.9,0.02,0.22,-0.09,-0.03,1.37,-0.39,-0.58,-0.65,-1.38,32.5,56.3
1966,12,2.71,33.1,1.54,-1.58,0.35,0.56,-0.02,-0.17,-0.11,0.07,-0.24,-0.2,-1.61,24.4,41.9
1967,1,1.26,36.7,-0.63,-2.06,-1.9,-0.58,-1.55,-0.87,-0.74,0.21,-0.76,-0.74,-1.87,26.2,47.1
1967,2,1.63,29.6,-0.87,-2.14,-0.89,-0.95,-0.56,-1.61,-1.15,0.61,-0.92,-1.05,-2.08,18.6,40.7
1967,3,4.66,42.1,-0.18,-1.33,1.78,0.31,1.04,0.44,-0.3,-0.27,-0.13,-0.4,-1.93,30.6,53.6
1967,4,1.08,54.2,-1.05,-2.07,-2.65,-1.14,-2,-0.32,-0.62,-0.96,-0.11,-1.01,-2,41.4,67.1
1967,5,4.24,56.3,-0.75,-1.67,0.58,-0.61,0.29,-0.8,-0.09,-0.77,0.43,-0.84,-1.66,44.3,68.3
1967,6,1.87,69.7,-1.3,-2.13,-1.9,-1.35,-1.57,-0.75,-1.47,-1.45,-1.17,-0.85,-1.65,56.7,82.7
1967,7,4.37,72.2,0.14,-1.77,0.42,-0.87,0.4,-0.69,-0.48,-0.82,-1.07,-0.36,-1.62,61.9,82.5
1967,8,7.46,70.7,1.31,1.31,3.57,1.31,1.61,1.48,0.65,0.39,-0.18,0.7,-1.23,60.3,81
1967,9,1.7,62,0.95,0.95,-0.68,0.47,-0.8,0.7,0.7,-0.36,-0.51,-0.43,-1.29,49.9,74.1
1967,10,3.16,52.8,0.92,0.92,0.2,0.49,0.16,-0.57,0.59,0.15,-0.2,-0.48,-1.07,40.6,65.1
1967,11,1.47,39.8,0.6,0.6,-0.67,-0.26,-0.8,-0.42,-0.93,-0.24,-0.27,-0.7,-0.95,29.4,50.1
1967,12,5.12,35.9,1.54,1.54,2.99,1.54,1.56,0.49,0.34,0.72,-0.07,-0.25,-0.34,26.4,45.5
1968,1,2.89,26.9,1.53,1.53,0.46,1.53,0.25,1.18,0.47,0.64,0.35,0.03,-0.49,16.9,36.9
1968,2,0.29,29.6,-0.87,-0.87,-2.61,-0.87,-2.37,-1.31,0.21,-0.7,-0.18,-0.18,-0.88,18.6,40.6
1968,3,3.64,45.7,-0.74,-0.74,0.12,-0.74,0.38,-0.95,-0.69,-0.08,0.31,-0.37,-0.61,32.8,58.6
1968,4,1.51,53.6,-1.36,-1.36,-2.08,-1.36,-1.37,-0.66,-1.71,-0.54,-0.12,-0.31,-0.92,40.6,66.6
1968,5,4.96,58.3,0.48,-0.74,1.43,0.15,0.68,-0.22,-0.04,0.03,-0.61,-0.23,-0.78,46.1,70.5
1968,6,4.31,69.9,0.78,0.78,1.07,0.78,0.37,0.62,-0.08,-0.52,-0.11,0.16,-0.51,57.4,82.4
1968,7,3.14,74,-0.17,-0.17,-0.51,0.53,-0.49,-0.1,0.21,-0.82,-0.34,-0.03,-0.34,62.6,85.4
1968,8,3.63,74.4,-0.37,-0.37,-0.65,-0.37,0.02,-0.38,-0.2,-0.25,-0.14,-0.65,0.02,62.6,86.2
1968,9,2.67,65.7,-0.59,-0.59,-0.79,-0.59,-0.09,-0.29,-0.55,-0.48,-0.78,-0.39,-0.76,52.4,78.9
1968,10,2.91,55.6,-0.78,-0.78,-0.73,-0.78,0.04,-0.26,-0.33,-0.11,-0.85,-0.48,-0.75,44.6,66.7
1968,11,3.78,45.1,-0.58,-0.58,0.35,-0.58,0.71,0.36,0.05,-0.14,-0.16,-0.12,-0.58,35.6,54.6
1968,12,1.7,32,-0.78,-0.78,-0.78,-0.78,-0.88,0,-0.09,-0.55,-0.45,-0.75,-0.74,22.9,41.2
1969,1,1.96,28.7,-0.95,-0.95,-0.74,-0.95,-0.6,-1.06,-0.28,-0.58,-0.29,-0.97,-0.63,19.6,37.9
1969,2,1.53,32.6,-1.19,-1.19,-1.03,-1.19,-0.65,-1.02,-1.42,-0.72,-0.78,-0.7,-0.66,25.2,40.1
1969,3,2.25,38.7,-1.34,-1.34,-0.81,-1.34,-0.7,-1.07,-1.43,-0.78,-1.09,-0.99,-0.97,27.6,49.7
1969,4,1.73,54.8,-1.87,-1.87,-1.99,-1.87,-1.11,-1.39,-1.66,-1.29,-1.23,-0.95,-0.88,42.2,67.4
1969,5,1.84,63.1,-2.57,-2.57,-2.69,-2.57,-1.28,-1.82,-1.96,-2.27,-1.55,-1.52,-1.18,50.2,76.1
1969,6,3.99,71.7,-2.36,-2.36,-0.15,-2.36,0.19,-0.88,-1.32,-1.99,-1.61,-1.53,-0.97,60.5,83
1969,7,6.02,74.7,0.6,-1.51,1.81,-0.65,1.41,0.96,0.01,-0.97,-0.93,-1.05,-0.82,64.6,84.8
1969,8,5.15,71.3,0.97,-0.92,1.29,0.5,0.76,1.26,1.09,-0.3,-0.85,-0.71,-1.14,60.2,82.4
1969,9,3.75,64.9,1.12,-0.58,0.73,1.08,0.42,0.62,1.1,0.06,-0.52,-0.42,-0.76,53.6,76.2
1969,10,1.22,53.6,0.42,-1.11,-1.76,-0.17,-1.02,-0.52,-0.04,-0.04,-0.76,-0.79,-0.97,40.6,66.7
1969,11,2.59,41.9,0.23,-1.14,-0.43,-0.35,0.03,-0.79,-0.5,0.38,-0.59,-1.06,-0.82,31.8,51.9
1969,12,5.34,31,1.3,1.3,3.29,1.3,1.69,1.03,0.16,0.9,0.15,-0.37,-0.83,23.6,38.4
1970,1,1.2,25.3,-0.57,0.59,-1.72,-0.5,-1.66,0.51,0.35,0.05,0.12,-0.54,-1.07,15.6,35
1970,2,2.52,33.1,-0.44,0.61,0.22,-0.35,0.2,-0.83,0.51,-0.21,0.51,-0.32,-0.76,22.4,43.8
1970,3,2.86,38.2,-0.4,-0.4,-0.02,-0.4,-0.19,-0.03,-0.84,-0.3,0.42,-0.19,-0.85,28.5,47.8
1970,4,3.99,52.3,-0.06,-0.06,0.92,0.36,0.64,0.27,0.28,0.42,0.16,0.19,-0.54,40.6,64
1970,5,2.58,64.7,-0.66,-0.66,-1.82,-0.66,-0.75,-0.17,-0.32,0.05,-0.34,0.26,-0.87,51.8,77.6
1970,6,3.42,70.3,-0.7,-0.7,-0.33,-0.7,-0.17,-0.8,-0.37,-0.84,-0.47,0.12,-1,58.7,82
1970,7,6.54,73.8,0.89,0.89,2.66,0.89,1.7,0.94,0.25,0.35,0.44,0.24,-0.63,62.8,84.8
1970,8,2.66,73.1,-0.41,-0.41,-1.22,-0.41,-0.61,0.57,0.31,-0.02,0.2,-0.13,-0.72,61.8,84.5
1970,9,1.54,69.8,-1.13,-1.13,-2.29,-1.13,-0.97,-1.22,-0.14,-0.36,-0.72,-0.45,-0.81,57.3,82.4
1970,10,3.77,57.1,-1.06,-1.06,-0.15,-1.06,0.43,-0.37,-0.77,-0.37,-0.26,-0.05,-0.63,46.4,67.8
1970,11,5.34,44.3,0.72,0.72,2.15,0.72,1.43,1.1,0.41,0.51,0.26,0.36,-0.46,35.3,53.2
1970,12,2.98,35.6,0.82,0.82,0.54,0.82,0.18,1.17,1.02,0.62,0.37,0.01,-0.28,26.2,45.1
1971,1,2.63,27.2,0.78,0.78,0.13,0.78,0.04,0.05,0.94,-0.03,0.19,0.24,-0.2,17.8,36.7
1971,2,4.23,34.3,1.49,1.49,2.36,1.49,1.3,0.93,0.79,0.69,0.77,0.55,0.11,24,44.5
1971,3,1.86,39.5,-0.46,0.88,-1.37,0.07,-1.05,0.34,0.24,0.87,0.6,0.39,0.05,28.3,50.7
1971,4,1.91,50.9,-0.83,-0.83,-1.27,-0.83,-0.92,-1.54,-0.32,0.52,-0.19,0.01,0.05,36.2,65.5
1971,5,7.95,59.4,1.64,1.64,4.92,1.64,2.11,1.21,0.57,0.83,0.82,0.86,0.73,47.6,71.3
1971,6,2.62,71.5,1.06,1.06,-1.23,0.37,-0.78,1.16,0.53,0.49,0.97,0.73,0.56,60.5,82.5
1971,7,3.43,72.8,0.76,0.76,-0.57,-0.25,-0.27,-0.79,0.78,0.38,0.81,0.2,0.27,61.4,84.2
1971,8,5.12,70.9,1.04,1.04,1.05,0.5,0.75,0.32,-0.17,0.19,0.52,0.64,0.34,59.6,82.2
1971,9,4.09,68.1,1.1,1.1,0.53,0.74,0.56,0.72,0.44,0.66,0.62,1,0.41,58.9,77.3
1971,10,6.34,59.9,1.78,1.78,2.36,1.78,1.34,1.26,1.37,1.48,1.2,1.33,0.89,51.3,68.5
1971,11,2.74,43.6,1.74,1.74,0.44,1.74,0.13,1.1,1.06,0.73,0.87,1,0.89,33.6,53.6
1971,12,0.93,41.8,-0.76,0.8,-2.27,-0.38,-1.67,-0.92,0.42,0.58,0.77,0.74,0.5,31.7,51.8
1972,1,1.9,34.8,-0.99,-0.99,-0.95,-0.99,-0.66,-1.62,-1.14,0.49,0.85,0.63,0.56,25.1,44.5
1972,2,5.22,31.5,1.24,1.24,3.73,1.24,1.81,1.03,0.1,0.85,0.63,0.8,0.85,22,41
1972,3,2.02,42,0.64,0.64,-1.43,-0.31,-0.9,0.87,0.42,0.53,0.64,0.82,0.74,30.9,53
1972,4,4.06,51.2,0.95,0.95,1.14,0.63,0.68,-0.13,1.01,0.02,0.88,1.14,0.74,38.4,64
1972,5,5.23,60.9,1.42,1.42,1.69,1.42,0.83,0.99,0.42,0.28,0.87,0.68,1.05,49.6,72.3
1972,6,11.65,66.2,4.81,4.81,10.6,4.81,3.06,3.09,3.09,2.52,1.93,2.36,2.41,55.7,76.8
1972,7,3.37,73.6,4.26,4.26,-0.15,4.15,-0.31,2.56,3.09,2.96,1.55,2.2,1.89,63.8,83.5
1972,8,2.4,71.3,3.38,3.38,-1.32,2.72,-0.81,-0.81,1.74,1.64,1.27,1.58,1.67,59.9,82.6
1972,9,1.91,66.6,2.49,2.49,-1.65,1.17,-0.61,-1.17,-1.14,1.4,1.34,1.22,1.56,55.6,77.5
1972,10,5.88,51.1,3.06,3.06,2.49,2.62,1.2,0.52,-0.02,1.64,1.92,1.17,1.66,39.8,62.4
1972,11,6.4,41.3,4.26,4.26,4.55,4.26,1.85,1.91,1.3,2.1,1.98,1.72,1.79,32.1,50.4
1972,12,5.19,39.5,4.76,4.76,2.82,4.76,1.6,2.29,2.33,1.14,2.33,2.29,2.03,31.3,47.6
1973,1,2.63,33.5,4.29,4.29,0.07,4.26,0.04,1.1,1.84,1.23,2.32,2.49,2.04,23.2,43.9
1973,2,2.59,32.6,3.96,3.96,0.33,3.96,0.25,0.14,0.98,1.57,2.28,2.06,1.96,22.2,43
1973,3,3.08,47.7,3.28,3.28,-0.81,2.91,-0.03,0.13,0.06,1.75,0.97,2.15,2.07,37.7,57.8
1973,4,5.71,51.7,3.93,3.93,2.95,3.93,1.52,1.17,1.04,1.75,1.48,2.44,2.51,41.8,61.6
1973,5,3.9,59.2,3.68,3.68,0.46,3.68,0.09,1.11,0.91,1.2,1.68,2.41,2.4,48,70.4
1973,6,3.26,72.3,-0.19,3.11,-0.56,2.83,-0.28,-0.28,0.66,0.49,1.74,1.15,2.83,61.6,83.1
1973,7,3.15,74.1,-0.46,2.5,-0.89,1.81,-0.48,-0.6,-0.54,0.29,1.35,1.1,2.67,63,85.3
1973,8,5.53,73.8,-0.06,2.6,1.08,2.29,0.92,0.37,0.08,0.63,0.95,1.48,2.3,63.4,84.2
1973,9,2.63,68.2,-0.38,2,-1,1.26,-0.11,0.38,0.04,0.45,0.36,1.47,1.92,56.8,79.5
1973,10,3.75,56.9,-0.36,1.78,-0.05,0.98,0.42,0.05,0.48,0.02,0.47,1.24,1.6,44.8,69
1973,11,1.26,46.2,-1.05,0.86,-2.19,-0.72,-1,-0.26,-0.48,-0.35,0.18,0.51,1.48,35,57.5
1973,12,5.82,35.4,1.01,1.79,3.04,1.24,1.95,0.69,0.66,0.46,0.75,0.66,1.98,26.7,44
1974,1,3.1,38.9,1.01,1.7,0.3,1.19,0.4,1.56,0.7,0.71,0.37,0.74,2.1,29.9,47.9
1974,2,1.12,33.6,-0.54,0.99,-1.61,-0.09,-1.1,-0.47,0.86,0.05,0.08,0.52,1.78,22.5,44.7
1974,3,3.23,45.1,-0.58,0.79,-0.31,-0.36,0.09,-0.65,-0.35,0.33,0.2,0.54,1.89,33.4,56.8
1974,4,1.98,54.5,-1.08,-1.08,-1.66,-1.08,-0.85,-0.62,-1.17,-0.07,0.12,-0.12,1.71,41.7,67.2
1974,5,4.16,61.5,0.1,-0.86,0.31,-0.55,0.24,-0.38,-0.34,0.29,-0.14,-0.13,1.74,50,73.1
1974,6,5.51,66.5,1.1,1.1,3.02,1.1,0.97,0.79,0.24,-0.08,0.4,0.22,0.96,56,76.9
1974,7,1.78,73.2,-0.62,-0.62,-1.86,-0.62,-1.69,-0.17,-0.14,-0.84,-0.2,0.01,0.8,61.2,85.1
1974,8,4.51,72.4,-0.45,-0.45,0.31,-0.45,0.47,-0.58,0.04,-0.25,0.22,-0.1,1.08,62.4,82.4
1974,9,4.13,64.3,-0.12,-0.12,0.87,0.38,0.57,0.54,-0.24,-0.04,-0.24,0.23,1.24,53.3,75.2
1974,10,1.09,52.3,-0.74,-0.74,-1.9,-0.74,-1.13,-0.41,-0.16,-0.21,-0.76,-0.28,0.69,38.7,66
1974,11,1.98,45.2,-1.21,-1.21,-1.64,-1.21,-0.39,-1.17,-0.62,-0.5,-0.62,-0.2,0.19,33.9,56.4
1974,12,5.4,37,0.81,0.81,2.43,0.81,1.72,0.81,-0.06,-0.3,-0.05,-0.25,0.28,27.5,46.4
1975,1,2.71,35,0.76,0.76,0.09,0.76,0.1,1.22,0.67,0.18,0.15,-0.35,0.27,24.6,45.2
1975,2,2.24,35.8,0.58,0.58,-0.3,0.58,-0.02,-0.01,0.96,0.02,0.03,-0.11,0.21,26.3,45.3
1975,3,5.75,40,1.63,1.63,3.33,1.63,1.67,1.17,0.99,0.53,0.2,0.34,0.51,29.8,50.1
1975,4,2.23,48.2,1.27,1.27,-0.57,0.91,-0.62,0.81,0.61,0.81,0.43,0.36,0.08,37,59.3
1975,5,3.93,64.5,1.04,1.04,-0.29,0.47,0.11,-0.37,0.64,1,0.32,0.27,0.02,53.1,75.8
1975,6,4.57,70.3,1.38,1.38,1.34,1.38,0.51,0.3,-0.1,0.55,0.39,0.06,0.16,59.8,80.9
1975,7,6.02,72.8,2.19,2.19,2.86,2.19,1.41,1.17,0.97,1.14,1.16,0.83,0.59,62.4,83.2
1975,8,4.38,74.3,2.24,2.24,0.81,2.24,0.41,0.99,1.03,1.19,1.35,0.8,0.5,63,85.6
1975,9,9.25,62.8,4.27,4.27,6.8,4.27,1.95,1.91,2.35,1.75,1.9,1.42,1.2,53.6,72.1
1975,10,2.74,57.7,3.71,3.71,-0.38,3.5,-0.05,1.63,1.55,1.72,1.81,1.66,1.03,46,69.5
1975,11,1.8,48.6,2.99,2.99,-1,2.35,-0.53,-0.46,1.2,1.6,1.63,1.73,1.07,36.7,60.4
1975,12,2.59,34.7,2.73,2.73,0.14,2.09,-0.12,-0.53,-0.52,1.49,1.14,1.38,0.82,25.8,43.6
1976,1,4.18,28.9,3.16,3.16,2.13,3.16,1.1,0.62,0.15,1.35,1.56,1.63,0.92,19.7,38.1
1976,2,1.14,42.3,-0.76,2.07,-2.29,1.08,-1.07,0.19,0.04,0.96,1.4,1.45,0.92,29.5,55.1
1976,3,2.26,47.1,-1.26,1.28,-1.73,-0.41,-0.69,-1.38,-0.28,-0.6,1.14,0.94,0.8,34.6,59.7
1976,4,1.81,54.8,-1.76,-1.76,-1.9,-1.76,-1.03,-1.33,-1.86,-0.94,0.45,0.88,0.77,40.8,68.9
1976,5,4.05,59.9,0.1,-1.49,0.29,-1.27,0.18,-0.52,-0.87,-0.63,0.38,0.86,0.73,47.6,72.2
1976,6,3.79,71,0.18,-1.24,0.28,-0.82,0.07,0.01,-0.5,-0.63,-0.81,0.72,0.52,59.6,82.4
1976,7,3.86,72,0.3,-0.98,0.41,-0.31,0.04,-0.01,-0.05,-1.1,-0.76,0.36,0.86,60.4,83.5
1976,8,2.42,70.3,-0.43,-1.3,-1.28,-1.16,-0.8,-0.59,-0.56,-1.05,-0.87,0.08,0.62,58,82.6
1976,9,4.51,64.4,0.39,-0.77,1.18,0.05,0.71,-0.05,-0.12,-0.43,-0.56,-0.72,0.66,52.5,76.4
1976,10,10.28,49.7,2.75,2.75,7.19,2.75,2.37,2.22,1.73,1.37,0.57,0.53,1.49,39.9,59.5
1976,11,0.93,38.4,-0.37,2.1,-1.11,1.57,-1.34,1.66,1.64,1.03,0.48,0.37,1.41,27.4,49.5
1976,12,1.83,30.4,-0.54,1.67,-0.63,0.84,-0.76,-1.45,1.27,0.85,0.49,0.29,1.13,19.8,41.1
1977,1,1.13,20.3,-1.09,0.9,-1.81,-0.68,-1.8,-1.53,-2.17,0.48,0.44,-0.27,0.96,10.8,29.9
1977,2,0.45,34.3,-1.81,-1.81,-2.51,-1.81,-2.06,-3.09,-3.09,0.38,0,-0.37,0.77,22.2,46.3
1977,3,2.92,48.4,-1.99,-1.99,-1.09,-1.99,-0.15,-1.41,-2.78,0.16,-0.06,-0.24,0.44,36.3,60.5
1977,4,2.56,55.7,-2.17,-2.17,-1.17,-2.17,-0.33,-0.46,-1.4,-3.09,-0.17,-0.12,0.45,42.2,69.2
1977,5,1.49,64.8,-2.96,-2.96,-3.04,-2.96,-1.55,-1.52,-1.39,-2.5,-0.33,-0.63,0.1,51.8,78
1977,6,2.21,68.3,-3.28,-3.28,-1.87,-3.28,-1.18,-1.87,-1.87,-3.08,-0.96,-0.94,-0.21,56.3,80.4
